,index,PY,UT_id,authors,citation_objects,content,date,dtype,duplicated,first_author,fulltext,id,journal_id,rated,relevant,scopus,source,tilength,title,uploaded,uploader_id,url,wos,ymentions
849,1031,2013,2-s2.0-84879437819,,False,"In order to help consumers adapt to electricity consumption in real-time electricity pricing environment, an energy consumption scheme is proposed in this paper. This scheme focuses on the prediction, modeling and optimization for family energy consumption. A method based on support-vector machine (SVM) is used to predict the real-time price (RTP) and the optimization model divides every hour into equal time slots and thus provides more opportunities to schedule household appliances in proper working time. Then the simulation results show that the proposed optimal control model reduces the daily electricity expenditures. © 2013 Springer Science+Business Media New York.",,,False,,,810026,,2018-06-28 09:49:05.058149+00:00,0,False,,,Optimization for family energy consumption in real-time pricing environment,False,,,False,
850,1032,2013,2-s2.0-84876315991,,False,"Aquifer Thermal Energy Storage (ATES) is a promising solution for reducing the time mismatch between energy production and demand in urban environments, and recent successful experiences suggest that technical issues can be overcome. The Paris area is a priori a favorable region, since there is locally a surplus of heat production during the summer, an appropriate geological reservoir and both existing and projected district heating networks. This article focuses on a remaining issue: estimating the geothermal contribution to the energy mix of a district heating network over time when using an ATES. This result would then enable estimating the fuel cost savings obtained by avoiding the consumption of expensive energies during the winter retrieval. This work considers an ATES made of two reversible wells reaching the Dogger aquifer and providing energy to a new low-temperature district heating network heating 7500 housing-equivalents. Non-geothermal energy sources with fluctuating prices over time are used for winter peak demand and for summer heat storage. The temperature of brine unloading at the hot and cold wells is simulated and the adequacy of this geothermal system to meet the load is studied in order to evaluate the time dependent energy mix of the network. Results suggest that in average over the 30 years of operation, the ATES delivers 54. GWh per year to the heating system, i.e. a power of 9.5. MW during the 34 unloading winter weeks. The geothermal energy share in the energy mix is 70%, higher than the 50% possible with a conventional geothermal doublet. The ratio of energy delivered by the ATES divided by energy spent for storage reaches 143%, and is only slightly reduced to 137% when the cold storage is located on an existing cold plume created by past geothermal energy operations. © 2013 Elsevier Ltd.",,,False,,,810031,,2018-07-06 19:24:07.789456+00:00,0,False,,,Geothermal contribution to the energy mix of a heating network when using aquifer thermal energy storage: Modeling and application to the paris basin,False,,,False,
851,1033,2013,2-s2.0-84876051963,,False,"Minimizing the energy consumption is one of the most important study areas in green data center. In the past, most energy efficiency mechanisms proposed in the literature are to minimize the total energy consumption or find a tradeoff between energy and perform. However, existing research on power management with little regard to the effect of pricing strategy. In this paper we propose a data center energy costs optimization mechanism based on a dynamic pricing strategy. By studying the relationship between two of them, we establish a unified model for the pricing and energy costs and achieve to the optimal benefits of the whole data centers. In view of the fact that the data center is large size and takes heavy traffic, this paper models the data center as a heavy traffic approximate large-scale queuing system. According to the differences of service demands and electricity prices, we design a load routing mechanism between multiple data centers to reduce the overall data center energy costs. For a single data center, a dual-threshold strategy is defined to dynamically adjust the various states of a single server (On/Off/Idle, etc.), so that to reduce the energy costs of the data centers. Experimental results show that solution proposed in this paper are able to meet the users' QoS requirements under the premise of better optimization of data center energy costs, while making the data center to achieve optimal benefits.",,,False,,,810032,,2018-06-14 16:02:37.270447+00:00,0,False,,,Dynamic pricing based energy cost optimization in data center environments,False,,,False,
852,1034,2014,2-s2.0-84903552673,,False,"Distributed power generation and distribution network with the dynamic pricing scheme are the major trend of the future smart grid. A smart grid is a network which contains multiple non-cooperative utility companies that offer time-of-use dependent energy prices to energy consumers and aim to maximize their own profits. Decentralized power network allows each energy consumer to have multiple choices among different utility companies. In this paper, an optimization framework is introduced to determine the energy price for utility companies in an oligopolistic energy market. At the beginning of each billing period (a day), each utility company will announce the time-of-use dependent pricing policy during the billing period, and each energy consumer will subsequently choose a utility company for energy supply to minimize the expected energy cost. The energy pricing competition among utility companies forms an n-person game because the pricing strategy of each utility company will affect the profits of others. To be realistic, the prediction error of a user's energy consumption is properly accounted for in this paper and is assumed to satisfy certain probability distribution at each time slot. We start from the most commonly-used normal distribution and extend our optimization framework to a more general case. A Nash equilibrium-based pricing policy is presented for the utility companies and the uniqueness of Nash equilibrium is proved. Experimental results show the effectiveness of our game theoretic price determination framework. © 2014 IEEE.",,,False,,,810033,,2018-07-10 13:27:25.982321+00:00,0,False,,,A probability theory based price determination framework for utility companies in an oligopolistic energy market,False,,,False,
853,1035,2015,2-s2.0-84951802378,,False,"In recent years the load demand by residential consumers are rapidly increasing due to the usage of many electric appliances in daily needs. Load demand during peak hours is becoming increasingly larger than off-peak hours, which is the major reason for inefficiency in generation capacity. Introduction of smart grid technology in Demand Side Management programs provides an alternative to installation of new generation units. Consumers can play a major role in reducing their energy consumption by communicating with utilities so that they can minimize their energy costs and get incentives, which also helps utilities in many ways. Smart grid technologies provide opportunities to employ different pricing schemes which also help in increasing the efficiency of appliance scheduling techniques. Optimal energy consumption scheduling reduces the peak load demand in peak hour. Peak average ratio (PAR) also minimizes the energy consumption cost. In this paper, we observes different energy consumption scheduling techniques that schedule the house hold appliances in real-time to achieve minimum energy consumption cost and to reduce peak load demand in peak hours to shape the peak load demand. Formulation and Solution methodology of residential energy consumption scheduling is presented with simulation results illustrating the working of the model. © Institute for Computer Sciences, Social Informatics and Telecommunications Engineering 2015.",,,False,,,810036,,2018-06-28 11:45:35.834575+00:00,0,False,,,Residential energy consumption scheduling techniques under smart grid environment,False,,,False,
854,1036,2013,2-s2.0-84876892169,,False,"A tool has been developed to determine the price elasticity of electricity demand using data from dynamic pricing pilots with time of use and/or critical peak pricing rates. Elasticity values are derived from an augmented Constant Elasticity of Substitution model. Using the calculated elasticity values, the tool can further project changes in electricity loads as a function of electricity prices and temperatures as specified by utilities; conversely, the tool is capable of calculating the pricing structure necessary to achieve utility-defined objectives for peak load reduction and revenue, under a given set of temperatures. Data from the California Statewide Pricing Pilot study was used for tool development and testing. Tool testing was conducted by comparing the loads and shift in loads, calculated from the tool versus observed from the pilot study, resulting in close agreements. Furthermore, use of this tool under three likely scenarios of interest to utilities is presented. © 2013 IEEE.",,,False,,,810040,,2018-06-28 11:16:16.565863+00:00,0,False,,,Tool for determining price elasticity of electricity demand and designing dynamic price program,False,,,False,
855,1037,2014,2-s2.0-84930987096,,False,"We propose a new game theoretical equilibrium model to analyze residential users' electricity consumption behavior in smart grid where energy usage and price data are exchanged between users and utilities via advanced communication. Consideration is given to users' possible preference on convenience over cost-saving under the real-time pricing in smart grid, and each user is assumed to have a preferred time window for using a particular appliance. As a result, each user (player) in the proposed energy consumption game wishes to maximize a payoff or utility consisting of two parts: the negative of electricity cost and the convenience of using appliances during their preferred time windows. Extensive numerical tests suggest that users with less flexibility on their preferred usage times have larger impact on the system performance at equilibrium. This provide insights for utilities to design their pricing based demand response schemes. © 2014 IEEE.",,,False,,,810043,,2018-06-26 12:48:06.125534+00:00,0,False,,,A game theoretical approach to modeling energy consumption with consumer preference,False,,,False,
856,1039,2013,2-s2.0-84876900144,,False,It is expected that demand response programs will be designed to decrease electricity consumption or shift it from on-peak to off-peak periods depending on consumers' preferences and lifestyles. This paper demonstrates a fuzzy TOPSIS decision-making approach to quantify and evaluate consumers' preferences at the micro-level when using electrical devices according to a real-time price scheme of demand response in order to best manage the use of appliances. This enables and supports householders to maximize their participation in demand response programs. © 2013 IEEE.,,,False,,,810049,,2018-06-28 11:22:59.503848+00:00,0,False,,,A fuzzy TOPSIS approach for home energy management in smart grid with considering householders' preferences,False,,,False,
857,1041,2013,2-s2.0-84897419126,,False,"Residential energy contributes to 38% of the total energy consumption of the United States [1]. Current research aims to reduce consumption through time-of-use (TOU) pricing or by providing energy information to consumers. Industrial innovations are focused on energy efficiency and automated control of appliances. However, to date, quantifying the benefits of current and future technology improvements in residential energy management is difficult. This work presents HomeSim, a simulation platform aimed at residential energy modeling that can compare and quantify these results. The subsequent case studies leverage HomeSim to explore current and future technologies, including distributed batteries, renewable sources, smart appliances, cost-aware scheduling, and peak power reduction. © 2013 IEEE.",,,False,,,810057,,2018-06-14 16:02:58.953196+00:00,0,False,,,Residential energy simulation and scheduling: A case study approach,False,,,False,
858,1042,2014,2-s2.0-84929833499,,False,"We study the problem of aggregator's mechanism design for controlling the amount of active, or reactive, power provided, or consumed, by a group of distributed energy resources (DERs). The aggregator interacts with the wholesale electricity market and through some market-clearing mechanism is incentivized to provide (or consume) a certain amount of active (or reactive) power over some period of time, for which it will be compensated. The objective is for the aggregator to design a pricing strategy for incentivizing DERs to modify their active (or reactive) power consumptions (or productions) so that they collectively provide the amount that the aggregator has agreed to provide. The aggregator and DERs' strategic decision-making process can be cast as a Stackelberg game, in which aggregator acts as the leader and the DERs are the followers. In previous work [Gharesifard et al., 2013b, a], we have introduced a framework in which each DER uses the pricing information provided by the aggregator and some estimate of the average energy that neighboring DERs can provide to compute a Nash equilibrium solution in a distributed manner. Here, we focus on the interplay between the aggregator's decision-making process and the DERs' decision-making process. In particular, we propose a simple feedback-based privacy-preserving pricing control strategy that allows the aggregator to coordinate the DERs so that they collectively provide the amount of active (or reactive) power agreed upon, provided that there is enough capacity available among the DERs. We provide a formal analysis of the stability of the resulting closed-loop system. We also discuss the shortcomings of the proposed pricing strategy, and propose some avenues of future work. We illustrate the proposed strategy via numerical simulations. © IFAC.",,,False,,,810058,,2018-07-06 19:26:24.903165+00:00,0,False,,,Designing pricing strategies for coordination of networked distributed energy resources,False,,,False,
859,1044,2013,2-s2.0-84890083256,,False,"To provide more flexibility with respect to pricing and a backbone for smart power distribution, advanced metering infrastructure (AMI) is deployed to send real-time control commands and collect complete energy usage data. AMI is related to energy consumption in daily life, and countermeasures are necessary for preventing data lost due to black hole attacks, which are serious threats to the conventional ad hoc on-demand distance vector (AODV) routing protocol. Further, under the premise of ensuring security, requirements for traffic balance and real-time constrains often are not considered in AODV variants. To address AMI network requirements for real-time and secure data, this study proposes a time interval message ad hoc on- demand distance vector (TIM-AODV) routing protocol. The experiment results confirmed that the proposed mechanism is able to prevent black hole attacks and deliver data within a desired deadline.",,,False,,,810060,,2018-06-14 16:03:10.592860+00:00,0,False,,,TIM-AODV: A secure routing protocol for preventing black hole attacks in real- time AMI smart meter networks,False,,,False,
860,1045,2013,2-s2.0-84882241317,,False,"Traditional power systems are centralized systems that supply electricity to end users through unidirectional transmission and distribution networks. The heterogeneity of renewable energy sources has introduced complexity in the transmission and distribution of electricity. Thus, intelligent distributed coordination and real-time information is needed to ensure that the electricity infrastructure will run efficiently in the future. This information enables the grid to meet the challenge of balancing supply and demand by actively sensing and responding to fluctuations in power demand, supply, and costs. In the near future, smart homes will be able to exchange energy, to sell to or buy from different actors available in the market. These new changes will introduce a soft competition in the market where each user will try to get lower contract prices according to his needs. In order to respond to the user's needs while integrating new sources of energy, we propose an agent-based approach for optimizing energy consumption. We present the agents' interactions that aim to procure energy for household activities at a suitable price to satisfy the user's needs. The results showed that these strategies can lead to a more environmental friendly, responsible, and efficient way to consume and distribute energy. © Springer-Verlag Berlin Heidelberg 2013.",,,False,,,810068,,2018-07-10 13:40:33.350361+00:00,0,False,,,An agent-based approach for efficient energy management in the context of smart houses,False,,,False,
861,1046,2013,2-s2.0-84893236476,,False,"This paper presents an overview of home appliances scheduling techniques to implement demand side management in smart grid. Increasing demand of consumers have affected the power system badly as power generation system faces a number of challenges both in quality and quantity. Economical generation and efficient consumption can solve this problem in future smart grid as it is integrated with information and communication technologies. Smart grid has opportunities to employ different pricing schemes which help also in increasing the efficiency of appliances scheduling techniques. Optimal energy consumption scheduling minimizes the energy consumption cost and reduces the Peak-to-Average Ratio (PAR) as well as peak load demand. In this work, we discuss different energy consumption scheduling schemes that schedule the household appliances in real-time to achieve minimum energy consumption cost and reduce peak demand to shape the load curve. © 2013 IEEE.",,,False,,,810076,,2018-06-28 11:28:53.508015+00:00,0,False,,,Residential energy consumption controlling techniques to enable autonomous demand side management in future smart grid communications,False,,,False,
862,1047,2013,2-s2.0-84893400640,,False,"Power grid is reaching its limitations, smart-grid technology will be necessary in the near future to increase the efficiency and reliability. Wireless sensor network (WSN) is a potential solution to develop smart grid system in residential area. In this paper, we describe a WSN and mini-Web Server based low cost energy monitoring system which enables residents monitor and control their domestic energy consumption of appliances to optimize their energy cost. Real time power consumption data of home area systems can be accessed by energy provider; based on this data, online pricing can be applied reduce Peak to Average Ratio of energy consumption. The system can support the development of smart grid which delivers electricity from suppliers to consumers based on two-way communications. The advantages of our system are low cost, robustness and simple deployment. © 2013 IEEE.",,,False,,,810079,,2018-06-14 16:04:03.263278+00:00,0,False,,,Towards residential smart grid: A practical design of wireless sensor network and Mini-Web server based low cost home energy monitoring system,False,,,False,
863,1048,2013,2-s2.0-84893465732,,False,"The deployment of advanced information and communication technologies has helped in the transformation of the traditional power grids into smart grids by introducing demand side management in residential area. The use of demand side management in the residential area can successfully reduce customer's energy consumption, and can also provide a well balanced energy demand throughout the day. Based on real-time pricing information, a customer can shift his/her energy demand to reduce the energy consumption cost. In this paper, we present a Markov Decision Process (MDP)-based scheduling mechanism for residential energy management (REM) in smart grid. The aim of the proposed work is to reduce the energy expenses of a customer. In this mechanism, the Home Energy Management Unit (HEMU) acts as one of the players, the Central Energy Management Unit (CEMU) acts as another player. The HEMU interacts with the CEMU to fulfill its energy request within its desired budget. The CEMU follows its own dynamic pricing mechanism to decide the price per unit energy for on-peak and off-peak hours. The proposed mechanism is able to reduce the energy expenses of the residential customers. © 2013 IEEE.",,,False,,,810082,,2018-06-08 12:36:21.458711+00:00,0,False,,,Residential energy management in smart grid: A markov decision process-based approach,False,,,False,
864,1049,2014,2-s2.0-84947606267,,False,"Home energy management (HEM) systems include hardware and software that monitor residential energy consumption. Among these, home energy displays (HEDs) are stand-alone devices that give whole-home electricity consumption feedback to users. Although previous fieldwork on HEDs has shown that they can reduce electricity consumption by approximately 4%- 13%, some studies also suggest that the energy savings do not persist, likely because most HEDs do not continue to engage the user over time.In this project, the research team led by Fraunhofer Center for Sustainable Energy Systems (CSE) focused on investigating the factors influencing consumer adoption of HEDs and evaluating the resulting electricity consumption. We studied households equipped with basic HEDs versus enhanced HEM feedback methods, such as those that include Web portals or alerts. Our hypothesis was that delivering flexible and relatable information to users, in addition to a basic HED, would make feedback more effective and achieve persistent energy savings. We posed the following research questions to evaluate this hypothesis. In Phase 1, we asked the following: What are desirable attributes of HED products? How does the design of energy feedback influence user interaction with HEM/HED devices? Phase 2 sought to answer this question: How effective are HEDs in maintaining energy saving consumer behaviors? In Phase I, we categorized different barriers to HED adoption. We found that many consumers might find HEDs online that are not available for purchase or have vague specifications on pricing and full home requirements for the model. Specifically, we conducted three user research studies to address different aspects of energy feedback preferences and found that users want energy feedback to have the following attributes: Flexibility in Data Access. In Study 1 we surveyed early adopters and found that users want to be able to access their energy feedback across multiple media. Clarity and Intuitiveness. In Study 2 we had users build their own mock energy displays. We learned that users want content that is easy to grasp quickly and do not want to spend time reading text or interpreting graphs. Affordability. In Study 3 we conducted three focus groups and found that users think HEDs are too expensive. There is a significant gap between how much people are willing to pay and how much even basic models cost.We further found that the design of energy feedback influences the user experience of HEM/HED devices. Users generally interpreted flexible, multimedia feedback as being easier to use and perceived aesthetically pleasing information as being easy to understand. Our Phase II goal was to recruit a set of 150 households and manipulate the level of user engagement with energy feedback. One group of participants received only a stand-alone HED; another group also received a supplemental Web portal. One of the main challenges in reaching our target sample size was to reconcile the need for an opt-out study design with the networking needs of the devices. This challenge required us to have access to the tenants' Internet connections, raising privacy and ethical concerns from property management. After extensive outreach campaigns in two buildings, only 8% of the buildings' tenant populations opted in to the HED study. We were unable to evaluate how effective HEDs are in maintaining energy saving behaviors, or if interaction with supplemental feedback methods would be more effective than a HED device alone. For our pilot deployment, we conducted extensive lab and field testing of The Energy Detective (TED), a leading HED model on the market. We encountered several problems, including parts that were unconfigured, gateway miscommunications, failure to post to a data- hosting third party, beta firmware upgrades, and display malfunctions. We concluded that large- scale deployment and maintenance of TED was unmanageable for our research team and moved forward with alternative technical solutions. Our findings highlight two general issues involved in technology deployment research. First, opt- in versus opt-out study design plays a significant role in the quality of a user sample. Early adopters permeate the current HEM market and research. This self-selection of samples raises concern for drawing conclusions across populations for energy savings based on other opt-in studies. Second, even with a detailed test plan, unexpected factors always arise. Study designs need to be flexible to accommodate restrictions of property management partners while maintaining research integrity. In light of these challenges, we continue to pursue a modified study at Harvard University, where we are currently investigating the effect of Web versus alert-based energy feedback in lieu of a physical display. Actively reminding participants with alerts can often minimize user effort and engage users meaningfully at critical time junctures.We recommend that an initiative using HEDs as problem-solving tools could be the most effective use of these products. For example, utility-based rental programs could allow consumers temporary use of an HED to raise awareness of their own household consumption patterns. As an alternative, product refinement in conjunction with a shift to smart metering infrastructure could make the next generation of HEDs much more sophisticated and useful for consumers. Finally, more research is needed to understand the capacity of feedback to increase the motivation of home occupants for saving energy. © 2014 by Nova Science Publishers, Inc. All rights reserved.",,,False,,,810083,,2018-06-28 11:51:23.894340+00:00,1,False,,,Home energy displays: Consumer adoption and response,False,,,False,
865,1050,2013,2-s2.0-84891617365,,False,"Smart Grid technology appears necessary to succeed in activating the demand through demand side management (DSM) programs. This would in turn improve energy efficiency and achieve environmental targets through controlled consumption. The many pilot projects led worldwide involving smart grids technology, brought quantitative evaluations of DSM measures on electricity load. Efficient DSM instruments must be fine tuned to respond to very specific issues arising from the generation mix, the integration of intermittent energies or the level of outage risks faced during peak period. Efficient DSM strategies are illustrated through a model involving five countries that carry these different features and under the assumptions of isolated and fully interconnected markets. This paper aims at bringing recommendations regarding the instruments that should be implemented to maximize the benefits of smart grids technology and demand response. Finally, it tends to emphasis the issue of homogenized energy efficiency policies, critical in the building of internal energy markets such as the one the European Union is envisioning. © 2013 IEEE.",,,False,,,810085,,2018-06-14 16:04:25.090263+00:00,0,False,,,Demand side management in an integrated electricity market: What are the impacts on generation and environmental concerns?,False,,,False,
866,1051,2015,2-s2.0-84937433122,,False,"Residential electricity consumption (REC) in Malaysia is increasing rapidly and poses a threat to energy security. Therefore, it is very important to understand the way REC responds to its determinants so that effective measures to contain its rapid growth can be undertaken. The current study aims to examine the responsiveness of REC towards real disposable income, price of electricity, price of electrical appliances population and foreign direct investment in Malaysia for 1978-2013 period. REC is only elastic towards real disposable income. The magnitude of own price elasticity is larger than cross elasticity of complements. The study shed some light on the responsiveness of REC, which can help Malaysia in developing new policies to control energy consumption without affecting economic growth adversely. © 2015, Econjournals. All right resurved.",,,False,,,810094,,2018-06-28 11:30:06.405759+00:00,0,False,,,Examining the feedback response of residential electricity consumption towards changes in its determinants: Evidence from Malaysia,False,,,False,
867,1052,2013,2-s2.0-84893604678,,False,"This paper addresses the challenges and opportunities electricity-demand growth and management respectively bring. It presents an overview of energy-efficiency initiatives being implemented in the Emirate of Abu Dhabi and how the Regulation & Supervision Bureau (the Bureau) supports and leads some of these, such as demand side management. This paper looks in particular at the role regulatory frameworks play in developing incentive schemes to facilitate the involvement of sector stakeholders in energy efficiency. Finally, this paper provides examples of pilot schemes carried out by the Bureau's Powerwise office, to study potential electricity-consumption saving programmes to build a business case for rolling out such schemes on a large-scale. © 2013 IEEE.",,,False,,,810095,,2018-06-26 12:48:20.625407+00:00,0,False,,,Energy efficiency and demand side management in Abu Dhabi,False,,,False,
868,1053,2013,2-s2.0-84893401951,,False,"Sustainable energy systems of the future will need more than efficient, clean, and low-cost energy sources. They will also need efficient price signals that motivate sustainable energy consumption behaviors and a tight real-time alignment of energy demand with supply from renewable and traditional sources. The Power Trading Agent Competition (Power TAC) is a rich, competitive, open-source simulation platform for future retail power markets built on real-world data and state-of-the-art customer models. Its purpose is to help researchers understand the dynamics of customer and retailer decision-making as well as the robustness of proposed market designs. Power TAC invites researchers to develop autonomous electricity broker agents and to pit them against best-in-class strategies in global competitions, the first of which will be held at AAAI 2013. Power TAC competitions provide compelling, actionable information for policy makers and industry leaders. We describe the competition scenario, demonstrate the realism of the Power TAC platform, and analyze key characteristics of successful brokers in one of our 2012 pilot competitions between seven research groups from five different countries. Copyright © 2013, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,,False,,,810096,,2018-06-14 16:04:48.010321+00:00,0,False,,,Autonomous agents in future energy markets: The 2012 Power Trading Agent Competition,False,,,False,
869,1054,2014,2-s2.0-85005987325,,False,"A transition in the electricity market is required to manage the volatility of increasing renewable energy generation. These fluctuations can be faced with flexible consumption through Demand Side Management (DSM), establishment of further centralized storage capacities and provisioning of dynamic back up generation capacities. At least, the latter two options can impose large establishment and operation costs upon the electricity market. Therefore, the feasibility and the resulting potential of coupling the electricity grid with the thermal supply of residential buildings is analysed in this paper. Thereby, inexpensive and widespread thermal storage capacities could be used to improve the integration of dynamic renewable electricity generation. In this paper the technical and economical key impact factors for such thermal DSM approach are elaborated. Based on a literature review, the identified key factors are aggregated to form consistent scenarios of the German ""Energiewende"" (turnaround in energy policy). The practicability and possible magnitude of the intended DSM is then analysed based on the identified scenarios. All resulting scenarios highlight the growing demand for a flexible electricity market. Especially in scenarios with strong growth of renewable electricity generation, up to 45 GW of flexible electric capacities would be required in Germany by the year 2030. Furthermore, the analysis demonstrates that independently of the energy market development, it is very likely that electricity coupled supply systems will continuously have installed capacities of at least 14 GW. It is found, that especially the strong dissemination of smart metering and smart control infrastructure is crucial to incorporate these capacities into DSM activities. Furthermore, the necessity and the resulting benefits of residential end-user participation in the electricity market need to be communicated to all stakeholders, to ensure the availability and acceptance of dynamic pricing schemes in the future.",,,False,,,810099,,2018-06-28 11:33:51.557801+00:00,0,False,,,Feasibility and potential of thermal demand side management in residential buildings considering different developments in the energy market,False,,,False,
870,1055,2013,2-s2.0-84894469913,,False,"In the smart grid, real-time pricing policy is an important mechanism for incentivizing the consumers to dynamically change or shift their electricity consumption, thereby improving the reliability of the grid. Retailers are incorporated to the smart grid with distributed control mechanism in order to reduce the amount of communication overhead associated with the direction interaction between utility companies and consumers. The retailer procures electricity from both traditional and renewable energy sources, and sells it to its consumers. The consumers include residential users that can only consume power, and plug-in electric vehicles (PEVs) that can either consume power or supply power stored in its battery to the grid. In this work, a novel four-stage nested game model is proposed to model the interaction of the electricity retailer, utility companies, and consumers. The objective of the retailer is to maximize its overall profit as well as perform frequency regulation, whereas the goal of each consumer is to maximize a predefined utility function. In the game theoretic framework, the retailer should decide the amounts of electricity purchased from the renewable and traditional energy sources, respectively, as well as the real-time pricing scheme for its consumers. The consumers will react to the pricing mechanism and maximize their utility functions by adjusting the electricity demand. The optimal solution of the nested game is provided through: (i) finding the subgame perfect equilibrium (SPE) of all the consumers, and (ii) optimizing the retailer's action using the backward induction method. Experimental results demonstrate the effectiveness of the proposed game theoretic modeling and optimization framework. © 2013 IEEE.",,,False,,,810100,,2018-06-14 16:05:01.806319+00:00,0,False,,,A nested game-based optimization framework for electricity retailers in the smart grid with residential users and PEVs,False,,,False,
871,1057,2013,2-s2.0-84893536175,,False,"Defining appropriate pricing strategy for smart environment is important and complicated at the same time. In our work, we devise an incentive based smart dynamic pricing scheme for consumers facilitating a hierarchical scoring mechanism. This mechanism is applied between consumer agents (CA) to electricity provider agent (EP) and EP to Generation Company (GENCO). Based on the Continuous Ranked Probability Score (CRPS), a hierarchical scoring system is formed among these entities, CA-EP-GENCO. As CA receives the dynamic day-ahead pricing signal from EP, it will schedule the household devices to lower price period and report the prediction in a form of a probability distribution function to EP. EP, in similar way reports the aggregated demand prediction to GENCO. Finally, GENCO computes the base discount after running a cost-optimization problem. GENCO will reward EP with a fraction of discount based on their prediction accuracy. EP will do the same to CA based on how truthful they were reporting their intentions on device scheduling. The method is tested on real data provided by Ontario Power Company and we show that this scheme is capable to reduce energy consumption and consumers' payment. © 2013 IEEE.",,,False,,,810104,,2018-06-28 11:34:46.397598+00:00,0,False,,,Incentive based smart pricing scheme using scoring rule,False,,,False,
872,1058,2015,2-s2.0-84922632002,,False,"Since time-of-use (TOU) pricing reflects the horary price difference of power energy, adopting TOU pricing can stimulate electricity consumers to reasonably schedule their power utilization more effectively to improve the utilization efficiency of electric power resources and play a part in peak load shifting. The research and development of home energy management system (HEMS) and the optimization of residential load scheduling under TOU pricing become the key factors impacting the application effect of TOU pricing. Based on HEMS, it is researched how to establish the optimal scheduling of residential load to cope with changeful TOU pricing. Firstly, the load characteristics description of residential load is given and the modeling of common household appliances by the collocation of their load characteristics is conducted; secondly, a decision model for optimization operation of household appliances under TOU pricing, in which the minimized electricity cost of consumer and the minimized peak-valley difference in power system are taken as the objectives and the coordination among various kinds of household appliances and distributed generations is synthetically considered, is built; finally, case simulation is carried out and the comparative analysis on optimized decision results under various scenes are performed to validate the role played by the built decision model in controlling consumers' electricity utilization cost and decreasing the peak-valley difference. ©, 2015, Power System Technology Press. All right reserved.",,,False,,,810105,,2018-07-06 19:31:34.211692+00:00,0,False,,,Modeling and optimal dispatch for residential load based on home energy management system under time-of-use pricing,False,,,False,
873,1059,2013,2-s2.0-84878625558,,False,The proceedings contain 40 papers. The topics discussed include: impact of storage on the efficiency and prices in real-time electricity markets; impact of storage on the efficiency and prices in real-time electricity markets; an ensemble model for day-ahead electricity demand time series forecasting; a cloud-based consumer-centric architecture for energy data analytics; automatic socio-economic classification of households using electricity consumption data; computational environmental ethnography: combining collective sensing and ethnographic inquiries to advance means for reducing environmental footprints; the nimble distribution grid: challenges and vision; distributed control of electric vehicle charging; real-time deferrable load control: handling the uncertainties of renewable generation; dynamic provisioning in next-generation data centers with on-site power production; and inferring connectivity model from meter measurements in distribution networks.,,,False,,,810107,,2018-06-14 16:05:24.540516+00:00,0,False,,,e-Energy 2013 - Proceedings of the 4th ACM International Conference on Future Energy Systems,False,,,False,
874,1061,2012,2-s2.0-84870624906,,False,"Response of demand, distributed generation and electricity storage (e.g. vehicle to grid) will be crucial for power systems management in the future smart electricity grid. In this paper, we describe a smart grid technology that integrates demand and supply flexibility in the operation of the electricity system through the use of dynamic pricing. Over the last few years, this technology has been researched and developed into a market-ready system, and has been deployed in a number of successful field trials. Recent field experiences and simulation studies show the potential of the technology for network operations (e.g. congestion management and black-start support), for market operations (e.g. virtual power plant operations), and integration of large-scale wind power generation. The scalability of the technology, i.e. The ability to perform well under mass-application circumstances, has been proved in a targeted field experiment. This paper gives an overview of the results of two field trials and three simulation studies. In these trials and simulations, demand and supply response from real and simulated electrical vehicles, household appliances and heating systems (heat pumps and micro co-generation) has been successfully coordinated to reach specific smart grid goals. © 2012 IEEE.",,,False,,,810111,,2018-07-10 13:41:50.468575+00:00,1,False,,,Dynamic pricing by scalable energy management systems Field experiences and simulation results using PowerMatcher,False,,,False,
875,1062,2013,2-s2.0-84874671602,,False,"Compared with conventional power utilization, smart power utilization stresses on users' involvement and encourages the two-way interaction between users and grids. In order to acquire energy consumption information at appliance level and strengthen two-way interaction between users and grids, realization of smart power utilization system for homes has been studied. A novel structural framework of smart power utilization system for homes has been built, which consists of smart meter, smart interactive terminal, smart controllers, Home Area Network (HAN) and other devices. A smart controller is developed and an experimental demonstration system of the smart power utilization is set up. Test results show that the smart controller can grasp power consumption information of the home appliances accurately on the real time and deliver the information to another device called as interactive terminal. In addition, according to the electricity price change, the use of energy of electric appliances is limited. The experiment has validated the effect of energy saving of smart controller.",,,False,,,810112,,2018-06-15 08:09:51.943608+00:00,0,False,,,Study of smart power utilization system and development of smart controller for homes,False,,,False,
876,1063,2013,2-s2.0-84886564698,,False,"In this paper, as a fundamental problem in smart grid, the residential load scheduling is studied in a comprehensive way. The main contributions lie in twofold. First, three indices, i.e., the power consumption expense, the robustness of schedule subject to uncertain electricity price and the satisfaction of customer, are taken into full consideration. We propose to optimize simultaneously the three indices via convex optimization. Second, in order to fully characterize the operation states of appliances, both binary and continuous variables are used, which results in a hybrid optimization problem. The relaxation technique is utilized to tackle the hybrid optimization problem. The performance of the proposed approach is illustrated by simulations. Both peak-to-average ratio of power load and variation of power load are reduced. © 2013 IEEE.",,,False,,,810114,,2018-06-28 11:53:36.541869+00:00,0,False,,,Optimal residential load scheduling in smart grid: A comprehensive approach,False,,,False,
